time_s,0cm,0.1cm,0.2cm,0.3cm,0.4cm,0.5cm,0.6cm,0.7cm,0.8cm,0.9cm,1cm,1.1cm,1.2cm,1.3cm,1.4cm,1.5cm,1.6cm,1.7cm,1.8cm,1.9cm,2cm
97800,0.21881685861431815,0.21864262973362522,0.21811892326981935,0.21724263177902328,0.21600841155042771,0.21440841834029251,0.21243189955297276,0.21006459652725468,0.2072878823312603,0.20407751449412706,0.20040180343872474,0.19621885605008546,0.1914722857998695,0.18608423975699728,0.17994341474199202,0.17288291494233357,0.1646351685676313,0.1547266407341345,0.1421740057488726,0.12419061774123626,0.062296795725232175
97860,0.2187310182374434,0.21855690408119827,0.21803354210065537,0.21715782580128346,0.21592441312168487,0.21432546227524576,0.21235022409692253,0.20998444457183382,0.20720950297840776,0.20400116512175853,0.20032775249962931,0.19614738696825729,0.19140370256397299,0.18601887525205377,0.17988164374556412,0.1728251756468733,0.16458200122866182,0.1546787656034877,0.14213251149976575,0.1241575999168173,0.062279472025457798
97920,0.21864530355245032,0.2184713039289426,0.21794828585627485,0.21707314378846598,0.21584053731211369,0.21424262709554784,0.21226866740115596,0.2099044088559055,0.20713123694226898,0.20392492573262866,0.20025380778747212,0.19607601991723986,0.19133521669882145,0.18595360295904054,0.1798199592519113,0.17276751651529101,0.16452890695579173,0.15463095545385822,0.14209107269566962,0.12412462532701005,0.062262187206506066
97980,0.2185597142710777,0.21838582898907083,0.21786315425031283,0.21698858545657773,0.21575678384104313,0.21415991252480321,0.21218722919450922,0.20982448911450022,0.20705308396504016,0.20384879607708464,0.20017996906175631,0.19600475466672629,0.19126682798537642,0.18588842267133004,0.17975836106805829,0.17270993736965845,0.16447588558778681,0.15458321014279591,0.14204968921588884,0.12409169387799637,0.062244941150199205
98040,0.2184742501061642,0.21830047897489419,0.2177781469974974,0.21690415052270895,0.21567315242887283,0.21407731828766929,0.21210590920685099,0.20974468508365643,0.20697504378989748,0.20377277590642134,0.2001062360828966,0.19593359098728219,0.19119853620542748,0.18582333418307453,0.17969684900175656,0.17265243803271627,0.1644229369640175,0.15453552952838451,0.14200836094018116,0.12405880547631597,0.062227733738913403
98100,0.21838891077120581,0.21821525360037955,0.21769326381320905,0.21681983870459703,0.21558964279664122,0.21399484410943304,0.21202470716866678,0.20966499650001486,0.2068971161606025,0.20369686497250011,0.20003260861185276,0.19586252864999359,0.19113034114125879,0.18575833728889202,0.17963542286119172,0.17259501832760454,0.16437006092421583,0.15448791346902682,0.14196708774857505,0.12402596002872202,0.06221056485536821
98160,0.2183036959807905,0.21813015258058405,0.21760850441391308,0.21673564972105458,0.21550625466644913,0.21391248971642629,0.21194362281146684,0.20958542310121708,0.20681930082188948,0.20362106302812277,0.19995908641048959,0.19579156742681222,0.19106224257597632,0.18569343178417438,0.17957408245527084,0.17253767807812717,0.16431725730871402,0.1544403618236552,0.14192586952154851,0.12399315744232263,0.062193434382834617
98220,0.21821860545015834,0.21804517563121625,0.2175238685167224,0.21665158329153633,0.21542298776103161,0.2138302548356058,0.21186265586737379,0.20950596462550197,0.2067415975190732,0.20354536982665339,0.19988566924121243,0.19572070709020684,0.19099424029317685,0.18562861746477566,0.17951282759333176,0.17248041710848447,0.16426452595820312,0.15439287445151859,0.14188470613984822,0.12396039762443779,0.062176342204924642
98280,0.21813363889563339,0.2179603224690661,0.21743935583982618,0.21656763913656427,0.21533984180417831,0.2137481391949653,0.21178180606952715,0.20942662081210184,0.20666400599843435,0.20346978512238972,0.19981235686732496,0.195649947413505,0.19092633407727291,0.18556389412731808,0.17945165808542823,0.17242323524353559,0.16421186671396987,0.15434545121239179,0.1418435974846666,0.12392768048273965,0.062159288205793903
98340,0.21804879603418689,0.21787559281157037,0.21735496610205685,0.21648381697729749,0.21525681652030804,0.21366614252311894,0.21170107315167458,0.20934739140084205,0.20658652600682975,0.20339430867018685,0.1997391490526676,0.19557928817054746,0.19085852371316428,0.18549926156888263,0.17939057374204179,0.17236613230853334,0.16415927941765704,0.15429809196636354,0.14180254343746296,0.12389500592511027,0.062142272269936474
98400,0.21796407658386582,0.21779098637723912,0.21727069902331489,0.21640011653595459,0.21517391163488625,0.21358426454970997,0.21162045684857245,0.20926827613253365,0.2065091572920745,0.20331894022582703,0.19966604556197196,0.19550872913602771,0.19079080898655984,0.18543471958731245,0.17932957437436431,0.17230910812938405,0.1641067639114987,0.15425079657404453,0.14176154388013923,0.12386237385978129,0.062125294282386861
98460,0.21787948026335971,0.21770650288522428,0.21718655432413914,0.21631653753538696,0.21509112687400331,0.21350250500499737,0.21153995689558105,0.2091892747485764,0.20643189960255595,0.20324367954564596,0.19959304616050277,0.19543827008514822,0.19072318968365265,0.18537026798090606,0.1792686597940123,0.17225216253238487,0.16405432003808212,0.15420356489635714,0.14172059869486153,0.12382978419519275,0.062108354128513649
98520,0.21779500679242567,0.21762214205574337,0.21710253172612867,0.21623307969949651,0.21500846196478796,0.21342086362026175,0.21145957302906218,0.20911038699134865,0.20635475268761228,0.20316852638689911,0.19952015061440928,0.19536791079395774,0.19065566559143893,0.1853059065487187,0.17920782981330738,0.17219529534448172,0.16400194764058154,0.1541563967947413,0.14167970776423569,0.12379723684013097,0.062091451694222859
98580,0.21771065589145855,0.21753790360965061,0.21701863095151572,0.21614974275281382,0.21492591663498942,0.21333934012739439,0.21137930498597632,0.2090316126038127,0.20627771629714986,0.20309348050739121,0.19944735869036936,0.19529765103901045,0.19058823649739476,0.18524163509025746,0.17914708424499254,0.17213850639300832,0.16394964656252187,0.15410929213094668,0.14163887097112965,0.12376473170358938,0.062074586865748745
98640,0.21762642728189791,0.21745378726884304,0.21693485172357049,0.21606652642089794,0.21484349061337307,0.21325793425928696,0.21129915250426456,0.20895295132988856,0.20620079018200543,0.20301854166582756,0.19937467015592711,0.19522749059768874,0.19052090218978263,0.18517745340576974,0.17908642290250054,0.17208179550593303,0.16389741664800206,0.15406225076722951,0.1415980881988412,0.12373226869490024,0.062057759529853103
98700,0.21754232068590071,0.21736979275593407,0.21685119376627551,0.21598343043001392,0.21476118362940194,0.2131766457495172,0.21121911532254103,0.2088744029141533,0.20612397409365471,0.20294370962153074,0.19930208477922079,0.19515742924794327,0.19045366245740458,0.18511336129601139,0.17902584559973841,0.17202516251166064,0.16384525774151545,0.15401527256619379,0.14155735933096339,0.12369984772362834,0.062040969573657588
98760,0.21745833582646232,0.21728591979437378,0.21676765680444587,0.21590045450725284,0.21467899541335461,0.21309547433246628,0.21113919318020696,0.20879596710195233,0.20604726778432,0.20286898413454627,0.19922960232908382,0.19508746676838937,0.19038651708969409,0.18504935856233212,0.17896535215116666,0.17196860723910512,0.16379316968801647,0.15396835739085024,0.14151668425143404,0.12366746869961043,0.062024216884723676
98820,0.2173744724275391,0.21720216810857196,0.21668424056385122,0.21581759838065159,0.21459692569644451,0.21301441974343485,0.2110593858175655,0.20871764363951192,0.20597067100707978,0.20279436496574729,0.1991572225751462,0.19501760293840409,0.19031946587680745,0.18498544500676303,0.17890494237188073,0.17191212951776474,0.1637411523329875,0.15392150510467575,0.14147606284458628,0.12363513153299448,0.062007501351077493
98880,0.21729073021374382,0.21711853742359349,0.2166009447709133,0.21573486177889398,0.2145149742105236,0.21293348171835239,0.21097969297553598,0.20863943227365953,0.20589418351559732,0.20271985187657271,0.19908494528758192,0.19494783753788453,0.1902525086093953,0.18492162043180016,0.17884461607740962,0.17185572917753683,0.16368920552227206,0.15387471557146534,0.14143549499502328,0.12360283613414151,0.061990822861101316
98940,0.21720710891070952,0.21703502746552175,0.21651776915306661,0.21565224443166756,0.21443314068843602,0.21285265999412456,0.2109001143959949,0.20856133275215763,0.20581780506444414,0.20264544462934,0.19901277023741046,0.19487817034753668,0.1901856450788755,0.18485788464066261,0.17878437308395603,0.17179940604893837,0.16363732910227383,0.15382798865550881,0.14139498058776756,0.12357058241374284,0.061974181303668073
99000,0.21712360824471014,0.21695163796108002,0.21643471343838289,0.2155697460692918,0.21435142486364972,0.21277195430827123,0.21082064982142074,0.20848334482335595,0.20574153540876292,0.20257114298691942,0.1989406971961829,0.19480860114857432,0.19011887507714884,0.18479423743702356,0.17872421320814627,0.17174315996287629,0.1635855229197494,0.15378132422140675,0.14135451950810546,0.1235383702826975,0.061957576568001216
99060,0.21704022794303215,0.21686836863800255,0.21635177735593919,0.21548736642308267,0.21426982647061721,0.21269136439928102,0.21074129899524227,0.20840546823653217,0.2056653743045983,0.20249694671305307,0.19886872593628932,0.1947391297230138,0.19005219839687784,0.1847306786252737,0.17866413626727523,0.17168699075087265,0.1635337868220117,0.15373472213425074,0.14131411164173949,0.12350619965223239,0.061941008543809878
99120,0.21695696773359877,0.2167852192246586,0.21626896063544443,0.21540510522498302,0.21418834524441011,0.21261089000625233,0.21066206166148538,0.20832770274154722,0.20558932150856143,0.20242285557203155,0.19879685623064736,0.1946697558533757,0.18998561483120405,0.18466720801025496,0.17860414207905848,0.17163089824483635,0.1634821206567231,0.15368818225944098,0.14127375687463398,0.12347407043378039,0.061924477121145585
99180,0.21687382734533764,0.21670218945042108,0.21618626300760618,0.21532296220792513,0.21410698092107772,0.21253053086924537,0.21058293756511923,0.20825004808918249,0.20551337677815895,0.20234886932901108,0.19872508785300755,0.19460047932297775,0.18991912417402507,0.18460382539752102,0.17854423046187487,0.17157488227728712,0.16343052427209875,0.15364170446286471,0.1412334550931662,0.12344198253909988,0.06190798219054832
99240,0.21679080650780852,0.21661927904529307,0.21610368420375894,0.21524093710546333,0.21402573323728372,0.21245028672892513,0.2105039264517059,0.20817250403079884,0.20543753987145974,0.20227498774969252,0.19865342057764421,0.19453129991563745,0.1898527262197143,0.18454053059307368,0.17848440123452092,0.17151894268112833,0.16337899751670062,0.15359528861071561,0.1411932061839733,0.12340993588015346,0.061891523642894047
99300,0.21670790495156844,0.2165364877402739,0.21602122395622794,0.21515902965213404,0.21394460193066195,0.21237015732691158,0.21042502806774374,0.20809507031867061,0.20536181054742148,0.20220121060063567,0.19858185417965823,0.19446221741596337,0.18978642076339544,0.18447732340362105,0.17842465421645165,0.17146307928986992,0.16332754023963911,0.15354893456967086,0.14115301003410222,0.12337793036922662,0.061875101369540386
99360,0.21662512240780163,0.21645381526698848,0.21593888199796146,0.21507723958309127,0.21386358673945641,0.21229014240542501,0.21034624216031952,0.2080177467056471,0.20528618856555997,0.20212753764894073,0.19851038843467023,0.194393231609061,0.18972020760066408,0.1844142036363158,0.17836498922753644,0.17140729193740242,0.16327615229036907,0.15350264220671175,0.14111286653085794,0.12334596591880764,0.061858715262182624
99420,0.21654245860868232,0.21637126135805043,0.21585665806289092,0.21499556663446359,0.21378268740287376,0.21221024170763361,0.21026756847744918,0.20794053294548456,0.2052106736862733,0.20205396866256084,0.19843902311912165,0.1943243422808206,0.1896540865278612,0.18435117109901228,0.17830540608829853,0.17135158045821844,0.16322483351888945,0.15345641138929922,0.14107277556195197,0.12331404244170499,0.06184236521299085
99480,0.21645991328700728,0.21628882574669461,0.21577455188556571,0.21491401054299294,0.21370190366072664,0.2121304549773011,0.21018900676773292,0.2078634287925101,0.20513526567051366,0.2019805034099855,0.19836775800996959,0.19425554921762547,0.18958805734179585,0.18428822560000585,0.17824590461967227,0.17129594468718862,0.16317358377554136,0.15341024198519632,0.14103273701535188,0.12328215985092844,0.06182605111446994
99540,0.21637748617655569,0.21620650816713685,0.21569256320151176,0.21483257104638831,0.21362123525378299,0.21205078195913243,0.21011055678069368,0.20778643400195074,0.2050599642801085,0.20190714166055065,0.19829659288498591,0.19418685220663809,0.18952211984001682,0.18422536694828812,0.17818648464324108,0.17124038445978082,0.16312240291120578,0.15336413386264208,0.14099275077942902,0.12325031805980542,0.061809772859594818
99600,0.21629517701172504,0.21612430835420995,0.21561069174686823,0.21475124788296765,0.21354068192341225,0.21197122239842392,0.21003221826643351,0.20770954832960001,0.20498476927743564,0.2018338831841249,0.19822552752245451,0.19411825103551064,0.18945627382053778,0.18416259495328852,0.17812714598099638,0.17118489961183847,0.16307129077710336,0.15331808689017529,0.14095281674280841,0.12321851698186322,0.0617935303416721
99660,0.21621298552787527,0.21604222604370762,0.21552893725873037,0.21467004079199625,0.21346024341191991,0.21189177604139323,0.20995399097595849,0.20763277153213353,0.2049096804257303,0.20176072775140563,0.19815456170145709,0.19404974549265777,0.18939051908209681,0.18409990942511889,0.1780678884555654,0.17112948997978983,0.16302024722498365,0.15327210093680108,0.14091293479451086,0.1231867565309399,0.061777323454472212
99720,0.21613091146105323,0.21596026097210946,0.21544729947487617,0.21458894951341648,0.21337991946227991,0.21181244263491619,0.20987587466091956,0.2075561033668564,0.20483469748883987,0.20168767513368271,0.19808369520164476,0.19398133536703918,0.18932485542394911,0.18403731017437755,0.17800871189002926,0.17107415540048068,0.1629692721069736,0.15322617587185791,0.14087310482383925,0.12315503662109581,0.061761152092118396
99780,0.21604895454808579,0.21587841287667361,0.21536577813385749,0.21450797378793787,0.21329970981822477,0.21173322192661476,0.20979786907369924,0.20747954359178841,0.20475982023130593,0.20161472510291745,0.19801292780331531,0.19391302044823261,0.18925928264593656,0.18397479701221553,0.17794961610798393,0.17101889571123066,0.16291836527562903,0.15318031156506187,0.14083332672041679,0.12312335716664302,0.061745016149129132
99840,0.21596711452670428,0.21579668149556114,0.21528437297512534,0.21442711335716091,0.2132196142243665,0.21165411366497716,0.20971997396752931,0.20740309196577808,0.20468504841847596,0.20154187743185081,0.19794225928751585,0.19384480052653219,0.18919380054858206,0.18391236975042485,0.17789060093362299,0.17096371074990929,0.16286752658400244,0.15313450788656749,0.14079360037423852,0.12309171808218584,0.061728915520458366
99900,0.21588539113525604,0.2157150665675481,0.21520308373874178,0.21434636796329301,0.21313963242591677,0.2115751175990811,0.20964218909621959,0.20732674824823855,0.20461038181624602,0.20146913189375398,0.19787168943580433,0.19377667539272092,0.18912840893287161,0.18385002820123406,0.17783166619154664,0.17090860035475997,0.1628167558854848,0.15308876470682792,0.14075392567555212,0.12306011928252736,0.061712850101388335
99960,0.21580378411304596,0.21563356783236651,0.21512191016572038,0.2142657373494839,0.21305976416901837,0.21149623347892121,0.20956451421447855,0.20725051219946036,0.20453582019136501,0.20139648826272358,0.1978012180305323,0.19370864483834035,0.18906310760051226,0.18378777217755018,0.17777281170698767,0.17085356436460841,0.16276605303399358,0.15304308189676027,0.14071430251499872,0.12302856068277992,0.061696819787655871
100020,0.21572229319998121,0.21555218503034937,0.21504085199767264,0.21418522125947637,0.21298000920039989,0.21141746105506842,0.20948694907757989,0.20717438358028573,0.20446136331111825,0.20132394631337475,0.19773084485455042,0.19364070865540928,0.18899789635366393,0.18372560149270686,0.1777140373055765,0.17079860261864585,0.16271541788377666,0.15299745932757364,0.14067473078346679,0.12299704219825011,0.061680824475321132
100080,0.21564091813691921,0.21547091790277884,0.21495990897715397,0.21410481943794926,0.21290036726771452,0.21133880007900377,0.20940949344168949,0.20709836215242797,0.20438701094363759,0.2012515058211416,0.1976605696914972,0.19357286663669995,0.18893277499520189,0.18366351596071134,0.17765534281357134,0.17074371495664128,0.16266485028960442,0.15295189687093746,0.14063521037223517,0.12296556374455131,0.061664864060897238
100140,0.2155596586653154,0.21538976619153352,0.21487908084731341,0.21402453163016982,0.21282083811919675,0.21126025030278037,0.20933214706353409,0.20702244767814812,0.20431276285758734,0.20117916656197318,0.19759039232550654,0.19350511857545835,0.1888677433284513,0.18360151539599445,0.17759672805762503,0.17068890121872696,0.16261435010657568,0.15290639439881099,0.14059574117282786,0.12293412523748981,0.061648938441212803
100200,0.21547851452756855,0.21530872963943401,0.21479836735223731,0.21394435758233454,0.21274142150399894,0.21118181147935466,0.2092549097007261,0.20694663992057188,0.2042386188224721,0.20110692831263138,0.19752031254149438,0.19343746426567834,0.18880280115744719,0.18353959961365554,0.17753819286501377,0.17063416124560832,0.16256391719030741,0.15286095178361056,0.1405563230771566,0.12290272659317614,0.061633047513546362
100260,0.21539748546667084,0.21522780798989341,0.21471776823660124,0.21386429704122376,0.2126621171718506,0.21110348336225118,0.2091777811114347,0.2068709386433685,0.20416457860832501,0.20103479085038958,0.19745033012486848,0.19336990350182365,0.18873794828667143,0.18347776842921437,0.17747973706340545,0.17057949487835139,0.16251355139674301,0.1528155688980401,0.14051695597737657,0.12287136772791231,0.061617191175493455
100320,0.21531657122655107,0.21514700098725958,0.21463728324601081,0.2137843497545405,0.21258292487339214,0.211025265705891,0.20910076105470837,0.20679534361106561,0.20409064198601334,0.20096275395332761,0.197380444861813,0.19330243607910091,0.18867318452131027,0.18341602165885443,0.17742136048108667,0.17052490195859124,0.16246325258234004,0.15277024561525726,0.14047763976602756,0.12284004855830219,0.061601369325090236
100380,0.2152357715517271,0.21506630837646856,0.21455691212665695,0.2137045154705674,0.21250384435983719,0.21094715826525942,0.20902384929014814,0.20671985458873049,0.20401680872692921,0.20089081740003312,0.19731065653900015,0.19323506179318303,0.18860850966699363,0.18335435911917661,0.1773630629467329,0.17047038232832099,0.16241302060387977,0.15272498180870514,0.14043837433589101,0.12280876900113985,0.061585581860690138
100440,0.21515508618764637,0.21498572990338444,0.21447665462565363,0.21362479393850259,0.21242487538330337,0.2108691607962313,0.20894704557822785,0.2066444713422825,0.2039430786032928,0.20081898096989451,0.19724096494387289,0.19316778044048039,0.18854392353005101,0.18329278062744045,0.17730484428963383,0.17041593583009859,0.16236285531865455,0.15267977735227739,0.14039915958013027,0.12277752897351872,0.061569828681082753
100500,0.21507451488034121,0.21490526531445503,0.21439651049069566,0.21354518490812038,0.21234601769647737,0.21079127305524156,0.2088703496799699,0.20656919363817675,0.20386945138784471,0.20074724444280417,0.19717136986435879,0.19310059181786618,0.18847942591725161,0.18323128600132016,0.17724670433946507,0.1703615623068373,0.16231275658427763,0.15263463212015074,0.1403599953921485,0.12274632839272089,0.061554109685369798
100560,0.21499405737676686,0.21482491435704967,0.21431647947039464,0.21346568813010322,0.21226727105294341,0.21071349479960869,0.20879376135726321,0.20649402124371402,0.20379592685414807,0.20067560759944955,0.19710187108915042,0.19303349572294567,0.18841501663605975,0.18316987505914345,0.17718864292651212,0.17030726160201107,0.16226272425886953,0.15258954598694927,0.14032088166572756,0.12271516717632573,0.061538424773090218
100620,0.21491371342445881,0.21474467677911699,0.21423656131393859,0.21338630335570549,0.21218863520685044,0.21063582578720688,0.20871728037254145,0.20641895392672716,0.20372250477628268,0.20060407022101812,0.1970324684074215,0.19296649195378379,0.188350695494376,0.18310854761964973,0.17713065988144333,0.17025303355944668,0.1622127582008695,0.152544518827578,0.14028181829488784,0.12268404524209964,0.061522773844088448
100680,0.21483348277186906,0.21466455232952031,0.2141567557714254,0.21330703033708362,0.21211010991323864,0.21055826577678741,0.208640906489098,0.20634399145588836,0.20364918492914469,0.20053263208948682,0.19696316160910515,0.19289958030917168,0.18828646230079085,0.1830473035022275,0.17707275503553274,0.17019887802352765,0.16216285826922028,0.15249955051738617,0.14024280517402571,0.12265296250810426,0.061507156798641542
100740,0.21475336516802562,0.21458454075769806,0.2140770625935251,0.21322786882696121,0.2120316949277084,0.21048081452765308,0.20856463947076709,0.20626913360039795,0.20357596708814324,0.20046129298732898,0.19689395048461175,0.19283276058835727,0.18822231686432811,0.18298614252667361,0.17701492822043452,0.17014479483898731,0.16211302432318098,0.15245464093200184,0.14020384219777363,0.12262191889258656,0.061491573537332415
100800,0.21467336036285389,0.21450464181398485,0.21399748153179948,0.21314881857894605,0.21195339000673338,0.21040347179996605,0.20848847908222548,0.20619438013027874,0.20350285102948693,0.200390052697791,0.1968248348250963,0.19276603259129987,0.18815825899468713,0.18292506451342075,0.17695717926839569,0.17009078385110474,0.16206325622250403,0.15240978994748794,0.1401649292611328,0.12259091431408273,0.061476023961167026
100860,0.21459346810690899,0.21442485524934332,0.21391801233843508,0.21306987934726493,0.21187519490739931,0.21032623735449082,0.20841242508874047,0.20611973081613,0.2034298365299449,0.2003189110046617,0.19675581442223489,0.19269939611845735,0.18809428850204099,0.18286406928334767,0.17689950801207899,0.17003684490554102,0.1620135538272873,0.15236499744021242,0.14012606625936239,0.12255994869133141,0.061460507971474496
100920,0.21451368815152769,0.21434518081551704,0.21383865476639519,0.21299105088691528,0.21179710938755267,0.21024911095274079,0.20833647725631338,0.20604518542926806,0.20335692336698297,0.20024786769240391,0.19668688906835194,0.19263285097090788,0.18803040519715122,0.18280315665788735,0.1768419142846635,0.16998297784843275,0.16196391699805873,0.15232026328692183,0.14008725308804257,0.12252902194332312,0.06144502546996479
100980,0.21443402024877067,0.21426561826497198,0.21375940856936188,0.21291233295360687,0.21171913320574373,0.21017209235692208,0.2082606353516249,0.20597074374167199,0.2032841113187113,0.20017692254610317,0.19661805855637188,0.19256639695030262,0.18796660889132374,0.18274232645898539,0.17678439791980649,0.16992918252635605,0.16191434559574322,0.15227558736471353,0.14004848964305028,0.12249813398928114,0.061429576358703608
101040,0.21435446415144202,0.21418616735091617,0.21368027350175572,0.21283372530378147,0.21164126612124612,0.21009518132995253,0.20818489914205338,0.2058964055260023,0.20321140016390257,0.20010607535148647,0.19654932267983524,0.19250003385888251,0.18790289939642443,0.1826815785091144,0.17672695875165603,0.16987545878633886,0.16186483948167465,0.15223096955104481,0.14000977582056767,0.12246728474866797,0.061414160540128174
101100,0.21427501961305137,0.2141068278272622,0.21360124931869801,0.21275522769457569,0.21156350789401981,0.21001837763542552,0.20810926839563937,0.20582217055556626,0.20313878968195784,0.20003532589488815,0.19648068123286752,0.19243376149944752,0.18783927652484983,0.18262091263124708,0.1766695966148264,0.16982180647583761,0.16181539851757418,0.15218640972371483,0.13997111151706626,0.12243647414117333,0.06139877791700684
101160,0.21419568638785944,0.21402759944867222,0.21352233577605559,0.21267683988386549,0.21148585828475491,0.20994168103765345,0.20803374288112836,0.20574803860435895,0.20306627965294691,0.19996467396328976,0.19641213401021648,0.19236757967539286,0.18777574008956174,0.18256032864888772,0.17661231134442773,0.16976822544276554,0.16176602256557579,0.15214190776088646,0.13993249662932566,0.12240570208672832,0.061383428392500473
101220,0.2141164642308252,0.21394848197050573,0.21344353263038943,0.21259856163021471,0.21140831705482133,0.2098650913016171,0.20795832236792142,0.20567400944701592,0.2029938698575619,0.19989411934427453,0.19634368080720915,0.19230148819066731,0.18771228990404767,0.18249982638603635,0.17655510277603129,0.16971471553545975,0.16171671148819675,0.1520974635410608,0.13989393105441189,0.12237496850548861,0.061368111870087026
101280,0.21403735289765285,0.21386947514886587,0.2133648396390001,0.21252039269292056,0.21133088396631347,0.20978860819301084,0.20788300662611883,0.20560008285885489,0.20292156007715834,0.19982366182606773,0.19627532141978987,0.19223548684981021,0.18764892578235576,0.18243940566722039,0.17649797074570089,0.16966127660271038,0.16166746514836408,0.15205307694310011,0.13985541468969659,0.12234427331784969,0.061352828253633591
101340,0.21395835214473982,0.21379057874054808,0.21328625655987712,0.2124423328319634,0.21125355878200011,0.2097122314781926,0.20780779542647163,0.20552625861582946,0.20284935009370947,0.19975330119749182,0.19620705564447782,0.19216957545791047,0.18758564753905596,0.18237906631745868,0.17644091508995777,0.16960790849372862,0.16161828340938542,0.15200874784620202,0.13981694743283601,0.1223136164444298,0.061337577447323606
101400,0.2138794617292234,0.21371179250308617,0.21320778315174435,0.21236438180805126,0.2111763412653698,0.20963596092422868,0.20773268854042504,0.20545253649457082,0.20277723968984737,0.19968303724800665,0.19613888327840512,0.19210375382064326,0.18752245498927481,0.18231880816229445,0.17638393564581195,0.16955461105817529,0.16156916613497474,0.15196447612992295,0.13977852918178946,0.12228299780608491,0.061322359355726136
101460,0.21380068140892891,0.21363311619470113,0.21312941917400957,0.21228653938257042,0.21109923118058019,0.20955979629884411,0.20765768574007054,0.20537891627234103,0.20270522864881724,0.19961286976766524,0.19607080411927474,0.19203802174422938,0.1874593479486571,0.18225863102775849,0.17632703225072804,0.16950138414612942,0.16152011318922432,0.15192026167415232,0.13974015983479871,0.12225241732389239,0.061307173883723962
101520,0.21372201094241638,0.213554549574347,0.21305116438680954,0.2122088053176302,0.21102222829250369,0.20948373737046702,0.2075827867981887,0.20530539772707504,0.20263331675451843,0.19954279854715309,0.19600281796539815,0.19197237903547162,0.18739632623340016,0.18219853474040212,0.17627020474265567,0.1694482276081162,0.16147112443662964,0.15187610435913534,0.13970183929040669,0.12222187491916554,0.061292020936582835
101580,0.21364345008894162,0.21347609240167287,0.21297301855097261,0.21213117937602516,0.21094533236668966,0.20940778390819223,0.20750799148821364,0.20523198063734574,0.20256150379147023,0.19947282337775565,0.19593492461566392,0.19190682550172466,0.18733338966022522,0.18213851912726994,0.17621345296000429,0.16939514129508382,0.16142219974206881,0.15183200406545441,0.13966356744744168,0.12219137051344124,0.061276900419881389
101640,0.21356499860843131,0.21339774443699708,0.21289498142799357,0.21205366132121059,0.21086854316933984,0.20933193568175634,0.20743329958420878,0.20515866478234054,0.20248978954478952,0.19940294405133638,0.19586712386951677,0.1918413609508747,0.1872705380463584,0.18207858401588178,0.17615677674162616,0.16934212505838792,0.16137333897078815,0.15178796067401668,0.13962534420500727,0.122160904028472,0.061261812239555243
101700,0.21348665626159904,0.21331950544142386,0.21281705278014793,0.21197625091741609,0.21079186046742138,0.20925619246164925,0.20735871086097604,0.20508544994196803,0.20241817380029367,0.19933316036043616,0.19579941552705327,0.19177598519143157,0.18720777120961776,0.182018729234315,0.17610017592689353,0.16928917874986235,0.16132454198846638,0.1517439740661104,0.13958716946252941,0.12213047538626294,0.061246756301896507
101760,0.21340842280977654,0.21324137517667449,0.21273923237032591,0.21189894792948036,0.21071528402850265,0.20918055401895311,0.20728422509389791,0.20501233589670334,0.20234665634435126,0.19926347209812914,0.19573179938888277,0.1917106980323954,0.18714508896828694,0.18195895461108536,0.17604365035558678,0.16923630222171679,0.16127580866112176,0.15170004412332336,0.13954904311968766,0.12210008450901776,0.061231732513513534
101820,0.2133302980150252,0.21316335340519854,0.21266151996214197,0.21182175212296037,0.21063881362086204,0.20910502012544821,0.20720984205904142,0.2049393224276902,0.20227523696398042,0.1991938790581177,0.19566427525621929,0.19164549928334434,0.18708249114119849,0.18189925997522532,0.17598719986796804,0.16918349532660384,0.16122713885517354,0.15165617072759657,0.13951096507646066,0.12206973131917449,0.061216740781374922
101880,0.21325228164011076,0.21308543989014891,0.21258391531991055,0.21174466326410701,0.21056244901346297,0.20902959055358936,0.20713556153313495,0.2048664093167179,0.20220391544682695,0.19912438103471142,0.19559684293086091,0.19158038875441508,0.1870199775477154,0.18183964515626705,0.17593082430476525,0.16913075791760454,0.16117853243742775,0.15161235376121213,0.13947293523311613,0.1220394157393974,0.061201781012771489
101940,0.21317437344847082,0.21300763439534903,0.21250641820861288,0.21166768111983197,0.21048618997592211,0.20895426507647444,0.20706138329353724,0.20479359634619115,0.20213269158113481,0.19905497782279841,0.1955295022151623,0.19151536625627683,0.18695754800770584,0.18178010998421817,0.17587452350714941,0.16907808984820788,0.16112998927505942,0.1515685931067777,0.1394349534901968,0.1220091376925662,0.061186853115340452
102000,0.21309657320424452,0.21292993668532267,0.21242902839392722,0.21159080545773851,0.21041003627853891,0.20887904346787312,0.20698730711826568,0.2047208832991578,0.20206156515577298,0.19898566921787164,0.19546225291206004,0.19145043160015476,0.18689520234156637,0.181720654289584,0.17581829731675536,0.16902549097232927,0.16108150923562914,0.15152488864724051,0.13939701974853319,0.12197889710178593,0.061171956997051864
102060,0.21301888067226832,0.21285234652528989,0.2123517456422242,0.21151403604611588,0.21033398769229092,0.2088039255022226,0.20691333278599186,0.20464826995930477,0.2019905359602315,0.1989164550160247,0.19539509482506856,0.1913855845978269,0.18683294037021836,0.18166127790336375,0.1757621455756784,0.16897296114430774,0.16103309218708048,0.15148124026588547,0.1393591339092419,0.12194869389038547,0.061157092566212261
